MP:0005282	decreased fatty acid level
HP:0005768	2-4 toe cutaneous syndactyly
HP:0005769	Fifth finger distal phalanx clinodactyly
MP:0010477	coronary artery aneurysm
ZP:0008347	abnormal(ly) decreased length fin
ZP:0010641	abnormal(ly) hypotrophic growth fin regeneration
ZP:0010642	abnormal(ly) vacuolated intermediate cell mass of mesoderm
ZP:0010643	abnormal(ly) decreased length regenerating fin
MP:0004927	abnormal epididymis weight
MP:0004908	abnormal seminal vesicle weight
MP:0008940	delayed balanopreputial separation
MP:0009425	increased soleus weight
MP:0008417	decreased somatotroph cell size
MP:0008436	decreased somatotroph secretory granule number
MP:0008437	absent somatotroph secretory granules
ZP:0002637	abnormal(ly) delayed bone mineralization
HP:0006347	Microdontia of primary teeth
ZP:0000149	abnormal(ly) disorganized otic placode
MP:0000082	overlapping parietal bones
MP:0009716	abnormal subcommissural organ morphology
MP:0008373	short malleus
HP:0200143	Megaloblastic erythroid hyperplasia
HP:0005219	Absence of intrinsic factor
ZP:0002914	abnormal(ly) physical object quality blood vessel endothelial cell adherens junction
ZP:0002911	abnormal(ly) process quality adherens junction organization
ZP:0005197	abnormal(ly) hypertrophic fat cell
ZP:0005195	abnormal(ly) disrupted adipose tissue development
HP:0009126	Increased adipose tissue
MP:0002850	saccharin preference
ZP:0009144	abnormal(ly) decreased size photoreceptor cell photoreceptor outer segment
ZP:0005850	abnormal(ly) disorganized photoreceptor cell photoreceptor outer segment membrane
ZP:0007294	abnormal(ly) condensed photoreceptor inner segment layer nucleus
ZP:0007292	abnormal(ly) disheveled retinal photoreceptor layer retinal cone cell
ZP:0007293	abnormal(ly) decreased length inner ear kinocilium
ZP:0007296	abnormal(ly) condensed photoreceptor outer segment layer nucleus
ZP:0007298	abnormal(ly) present in fewer numbers in organism photoreceptor outer segment layer cell
ZP:0007299	abnormal(ly) degeneration photoreceptor cell
ZP:0003339	abnormal(ly) disorganized eye photoreceptor cell photoreceptor outer segment
ZP:0003337	abnormal(ly) has fewer parts of type retina towards eye photoreceptor cell
ZP:0003342	abnormal(ly) disorganized eye photoreceptor cell photoreceptor outer segment membrane
ZP:0003343	abnormal(ly) decreased length retinal cone cell photoreceptor outer segment
ZP:0003341	abnormal(ly) mislocalised eye photoreceptor cell cytoplasmic membrane-bounded vesicle
ZP:0001333	abnormal(ly) broad notochord
ZP:0007561	abnormal(ly) hypoplastic spinal cord
ZP:0004886	abnormal(ly) mislocalised ventrally thyroid primordium
ZP:0004884	abnormal(ly) disorganized thyroid primordium
ZP:0004885	abnormal(ly) physical object quality thyroid primordium
ZP:0004882	abnormal(ly) increased volume thyroid primordium
ZP:0004883	abnormal(ly) mislocalised thyroid primordium
ZP:0004881	abnormal(ly) increased size thyroid primordium
ZP:0004891	abnormal(ly) absent trunk melanocyte
ZP:0004871	abnormal(ly) morphology caudal tuberculum
ZP:0004870	abnormal(ly) increased width medial longitudinal fasciculus
ZP:0004868	abnormal(ly) morphology tela chorioidea
ZP:0004867	abnormal(ly) spatial pattern semicircular canal
ZP:0004866	abnormal(ly) has fewer parts of type integument towards pigment cell
ZP:0004865	abnormal(ly) apoptotic trigeminal ganglion sensory neuron
ZP:0004879	abnormal(ly) present in greater numbers in organism rhombomere primary neuron
ZP:0004878	abnormal(ly) increased size rhombomere
ZP:0004876	abnormal(ly) present in greater numbers in organism intersegmental artery angiogenic sprout
ZP:0004875	abnormal(ly) increased length somite 4
ZP:0004874	abnormal(ly) increased length somite 3
ZP:0004872	abnormal(ly) present in greater numbers in organism hair cell anterior macula
ZP:0004916	abnormal(ly) count secondary motor neuron
ZP:0004918	abnormal(ly) dead retinal ganglion cell
ZP:0004912	abnormal(ly) concave hindbrain neural keel
ZP:0004915	abnormal(ly) fasciculation primary neuron axon
ZP:0004900	abnormal(ly) has fewer parts of type optic cup towards radial glial cell
ZP:0004897	abnormal(ly) malformed roof plate spinal cord region
ZP:0004899	abnormal(ly) absent roof plate spinal cord region cell projection
ZP:0004898	abnormal(ly) separated from roof plate spinal cord region towards roof plate spinal cord region
ZP:0004909	abnormal(ly) present in greater numbers in organism hindbrain interneuron
ZP:0004911	abnormal(ly) morphology pectoral fin fold
ZP:0004907	abnormal(ly) present in greater numbers in organism CoSA
ZP:0004906	abnormal(ly) separated from pharyngeal vasculature towards thyroid primordium
ZP:0004842	abnormal(ly) disorganized central nervous system neuron
ZP:0004840	abnormal(ly) circular brain cell
ZP:0004846	abnormal(ly) present in greater numbers in organism hindbrain radial glial cell
ZP:0004845	abnormal(ly) has fewer parts of type hindbrain dorsal region towards neuron
ZP:0004835	abnormal(ly) disrupted ventral spinal cord interneuron specification
ZP:0004839	abnormal(ly) morphology artery endothelial cell
ZP:0004836	abnormal(ly) process quality auditory receptor cell fate specification
ZP:0004837	abnormal(ly) increased rate generation of neurons
ZP:0004857	abnormal(ly) present in fewer numbers in organism spinal cord GABAergic neuron
ZP:0004856	abnormal(ly) present in greater numbers in organism spinal cord primary motor neuron
ZP:0004863	abnormal(ly) present in greater numbers in organism hair cell posterior macula
ZP:0004862	abnormal(ly) morphology habenula neuron
ZP:0004851	abnormal(ly) distended pericardium
ZP:0004850	abnormal(ly) undifferentiated retinal neural layer
ZP:0004848	abnormal(ly) increased size midbrain hindbrain boundary
ZP:0004855	abnormal(ly) present in fewer numbers in organism spinal cord CNS interneuron
ZP:0004853	abnormal(ly) increased length somite 5
ZP:0004852	abnormal(ly) increased size polster
ZP:0009491	abnormal(ly) increased occurrence DNA damage induced protein phosphorylation
MP:0010151	abnormal spinal cord ependymal layer morphology
ZP:0003807	abnormal(ly) condensed forebrain
ZP:0003811	abnormal(ly) morphology ventricular system epithelium
ZP:0003810	abnormal(ly) collapsed neural rod
ZP:0003809	abnormal(ly) Y-shaped neural rod
ZP:0003808	abnormal(ly) disorganized neural rod
HP:0007185	Loss of consciousness
HP:0007589	Aplasia cutis congenita on trunk or limbs
HP:0007590	Aplasia cutis congenita over posterior parietal area
ZP:0004264	abnormal(ly) increased occurrence necrotic cell death
HP:0000723	Restrictive behavior
HP:0000758	Impaired use of nonverbal behaviors
HP:0002332	Lack of peer relationships
ZP:0007997	abnormal(ly) decreased length ceratobranchial 3 cartilage
ZP:0007998	abnormal(ly) decreased length ceratobranchial 4 cartilage
ZP:0007999	abnormal(ly) decreased length ceratobranchial 5 cartilage
ZP:0004634	abnormal(ly) arrested mitotic G1 phase
ZP:0004635	abnormal(ly) increased occurrence DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
MP:0010188	abnormal T follicular helper cell differentiation
ZP:0006020	abnormal(ly) curved lateral trunk
ZP:0007286	abnormal(ly) fragile primordial midbrain channel
ZP:0007285	abnormal(ly) fragile mid cerebral vein
ZP:0007282	abnormal(ly) morphology cranial vasculature blood vessel endothelial cell
ZP:0007283	abnormal(ly) separated from cranial vasculature blood vessel endothelial cell towards head mesenchyme mesenchymal cell
ZP:0007280	abnormal(ly) increased accumulation ventricular system towards blood
ZP:0007278	abnormal(ly) increased accumulation head towards blood
ZP:0007277	abnormal(ly) fragile primordial hindbrain channel
ZP:0007273	abnormal(ly) arrested blood vessel development
HP:0012391	Hyporeflexia of upper limbs
HP:0006834	Developmental stagnation at onset of seizures
ZP:0008138	abnormal(ly) process quality glycosphingolipid biosynthetic process
ZP:0008139	abnormal(ly) increased occurrence hindbrain cell death
ZP:0008140	abnormal(ly) increased occurrence midbrain cell death
ZP:0004562	abnormal(ly) absent optokinetic behavior
ZP:0001996	abnormal(ly) disrupted circadian regulation of gene expression
MP:0005500	abnormal gustatory system morphology
ZP:0001711	abnormal(ly) decreased length vertebral column anterior region
ZP:0001705	abnormal(ly) misaligned with head towards trunk
ZP:0001713	abnormal(ly) decreased length pronephric proximal convoluted tubule
ZP:0001695	abnormal(ly) decreased distance otic vesicle towards somite 1
MP:0009837	abnormal sperm end piece morphology
HP:0008275	Abnormal cone-mediated electroretinogram
HP:0004848	Ph-positive acute lymphoblastic leukemia
HP:0006789	Mitochondrial encephalopathy
HP:0003329	Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes
HP:0007793	Macular retinal pigment epithelial mottling
HP:0006163	Enlarged metacarpophalangeal joints
HP:0006247	Enlarged interphalangeal joints
HP:0004637	Decreased cervical spine mobility
ZP:0007003	abnormal(ly) fragile pharyngeal arch cartilage
MP:0010084	abnormal long lived plasma cell morphology
HP:0004857	Hyperchromic macrocytic anemia
ZP:0004973	abnormal(ly) structure interpeduncular nucleus tegmentum
ZP:0004975	abnormal(ly) branched CaP motoneuron axon
HP:0005495	Metopic suture patent to nasal root
HP:0006392	Increased density of long bones
HP:0006387	Wide distal femoral metaphysis
HP:0100581	Megacalicosis
HP:0009104	Aplasia/Hypoplasia of the pubic bone
ZP:0010085	abnormal(ly) lacks all parts of type whole organism towards eye
MP:0012004	abnormal septum pellucidum morphology
HP:0011703	Sinus tachycardia
MP:0010014	hippocampus pyramidal cell degeneration
HP:0008335	Renal aminoaciduria
HP:0005941	Intermittent hyperpnea at rest
MP:0011969	abnormal circulating triglyceride level
HP:0100275	Diffuse cerebellar atrophy
MP:0011606	decreased glucokinase activity
ZP:0006406	abnormal(ly) present in fewer numbers in organism rhombomere 6 cranial neural crest cell
ZP:0006405	abnormal(ly) decreased size cranial ganglion
ZP:0006411	abnormal(ly) fused with trigeminal motor nucleus towards trigeminal motor nucleus
ZP:0006408	abnormal(ly) decreased size olfactory pit
ZP:0008107	abnormal(ly) disorganized olfactory pit cilium
MP:0012282	abnormal sternebra number
HP:0005162	Impaired left ventricular function
HP:0003733	Thigh hypertrophy
ZP:0007410	abnormal(ly) disrupted eye morphogenesis
ZP:0008719	abnormal(ly) disrupted protein glycosylation
ZP:0008727	abnormal(ly) decreased length myotome myofibril
ZP:0008726	abnormal(ly) spatial pattern myotome myofibril
ZP:0008725	abnormal(ly) morphology myotome basement membrane
ZP:0008724	abnormal(ly) decreased mass myotome
ZP:0008720	abnormal(ly) disrupted voluntary musculoskeletal movement
ZP:0008734	abnormal(ly) irregular spatial pattern muscle cell
ZP:0008732	abnormal(ly) disorganized trunk contractile fiber
ZP:0008730	abnormal(ly) increased distance myoseptum towards myoseptum
ZP:0008202	abnormal(ly) neoplastic testis
ZP:0008203	abnormal(ly) degeneration testis
ZP:0008201	abnormal(ly) absent ovary
ZP:0008205	abnormal(ly) apoptotic spermatocyte
HP:0011520	Deuteranomoly
HP:0010970	Blood group antigen abnormality
HP:0008113	Multiple plantar creases
HP:0006114	Multiple palmar creases
MP:0009993	abnormal cerebellum vermis lobule V morphology
MP:0009386	abnormal dermal melanocyte morphology
HP:0006978	Dysmyelinating leukodystrophy
HP:0009769	Bullet-shaped phalanges of the hand
HP:0003538	Increased serum iduronate sulfatase activity
HP:0003264	Deficiency of N-acetylglucosamine-1-phosphotransferase
HP:0006162	Soft tissue swelling of interphalangeal joints
HP:0008470	Lower thoracic interpediculate narrowness
HP:0006362	Varus deformity of humeral neck
HP:0004562	Beaking of vertebral bodies T12-L3
HP:0009092	Progressive alveolar ridge hypertropy
ZP:0003885	abnormal(ly) spheroid branchiostegal ray chondrocyte
ZP:0003886	abnormal(ly) present in greater numbers in organism Meckel's cartilage collagen type II
ZP:0003882	abnormal(ly) increased occurrence peptidyl-serine phosphorylation
ZP:0003883	abnormal(ly) disrupted otolith mineralization
ZP:0003892	abnormal(ly) blunt neurocranium
ZP:0003889	abnormal(ly) present in greater numbers in organism cranial cartilage collagen type II
ZP:0003888	abnormal(ly) present in greater numbers in organism neurocranial trabecula collagen type II
ZP:0003891	abnormal(ly) hyperplastic cranial cartilage chondrocyte
MP:0003398	increased skeletal muscle size
ZP:0010444	abnormal(ly) decreased object quality pronephric distal late tubule
ZP:0010440	abnormal(ly) undifferentiated spinal cord Kolmer-Agduhr neuron
ZP:0010439	abnormal(ly) has fewer parts of type otic vesicle towards hair cell
ZP:0009714	abnormal(ly) absent atrioventricular valve
ZP:0009712	abnormal(ly) dilated lateral dorsal aorta
ZP:0009713	abnormal(ly) undifferentiated lateral floor plate Kolmer-Agduhr neuron
ZP:0009711	abnormal(ly) present in fewer numbers in organism blood circulating cell
ZP:0009710	abnormal(ly) absent blood circulating cell
ZP:0009709	abnormal(ly) decreased viscosity blood
ZP:0009708	abnormal(ly) disrupted dorsal aorta morphogenesis
HP:0006733	Acute megakaryocytic leukemia
ZP:0009719	abnormal(ly) increased occurrence monocyte differentiation
ZP:0009722	abnormal(ly) present in greater numbers in organism myeloid cell
ZP:0009720	abnormal(ly) increased occurrence macrophage differentiation
ZP:0009721	abnormal(ly) present nucleate erythrocyte
ZP:0003219	abnormal(ly) arrested cilium or flagellum-dependent cell motility
HP:0007885	Slowed horizontal saccades
HP:0200129	Calcific mitral stenosis
HP:0005173	Calcific aortic valve stenosis
HP:0003656	Decreased beta-glucocerebrosidase protein and activity
HP:0007975	Hypometric horizontal saccades
HP:0012113	Abnormality of creatine metabolism
MP:0010062	decreased creatine level
ZP:0009929	abnormal(ly) lacks parts or has fewer parts of type posterior lateral line towards neuromast
ZP:0009928	abnormal(ly) decreased occurrence heart looping
ZP:0009932	abnormal(ly) decreased process quality caudal fin blood circulation
MP:0006102	decreased tegmentum size
HP:0003095	Septic arthritis
HP:0001412	Enteroviral hepatitis
HP:0003729	Enteroviral dermatomyositis syndrome
ZP:0008795	abnormal(ly) truncated whole organism anterior region
ZP:0002083	abnormal(ly) morphology midbrain hindbrain boundary neural keel
ZP:0002080	abnormal(ly) anterioralized neural plate
ZP:0002077	abnormal(ly) decreased size hindbrain anterior region
ZP:0002076	abnormal(ly) decreased length hindbrain anterior/posterior axis
MP:0011994	increased nerve conduction velocity
ZP:0002581	abnormal(ly) apoptotic rhombomere 2
ZP:0002580	abnormal(ly) disorganized cranial nerve V motor neuron
ZP:0002582	abnormal(ly) apoptotic rhombomere 5
ZP:0002577	abnormal(ly) decreased occurrence cell proliferation in forebrain
ZP:0002578	abnormal(ly) truncated hindbrain anterior region
ZP:0002585	abnormal(ly) apoptotic rhombomere 4
ZP:0002584	abnormal(ly) apoptotic rhombomere 3
HP:0006873	Symmetrical progressive peripheral demyelination
MP:0002931	glutaricadicuria
ZP:0009428	abnormal(ly) present in greater numbers in organism vascular sprouts
ZP:0008346	abnormal(ly) shape fin
ZP:0008348	abnormal(ly) has fewer parts of type fin towards lepidotrichium
ZP:0008361	abnormal(ly) broken lepidotrichium
ZP:0008360	abnormal(ly) undulate lepidotrichium
ZP:0008362	abnormal(ly) fused with lepidotrichium towards lepidotrichium
ZP:0008353	abnormal(ly) decreased length ventral fin fold
ZP:0008352	abnormal(ly) decreased size caudal fin lepidotrichium
ZP:0008355	abnormal(ly) decreased size anal fin lepidotrichium
ZP:0008354	abnormal(ly) undulate ventral fin fold
ZP:0008357	abnormal(ly) decreased size pelvic fin
ZP:0008356	abnormal(ly) decreased size dorsal fin lepidotrichium
ZP:0008359	abnormal(ly) increased mass density vertebra
HP:0005598	Facial telangiectasia in butterfly midface distribution
ZP:0006649	abnormal(ly) malformed retinal outer nuclear layer
ZP:0006650	abnormal(ly) increased distribution melanocyte melanosome
ZP:0006645	abnormal(ly) malformed retinal inner nuclear layer
ZP:0006644	abnormal(ly) present in fewer numbers in organism hindbrain serotonergic neuron
ZP:0006647	abnormal(ly) present in fewer numbers in organism retina neuron
ZP:0006643	abnormal(ly) apoptotic hindbrain antero-ventral region
ZP:0004990	abnormal(ly) disrupted fin development
ZP:0001611	abnormal(ly) disrupted thalamus development
ZP:0003285	abnormal(ly) aplastic pectoral fin skeleton
ZP:0003286	abnormal(ly) hypoplastic caudal fin mesenchyme
ZP:0003280	abnormal(ly) morphology cephalic musculature
ZP:0003292	abnormal(ly) lacks all parts of type whole organism towards ceratobranchial 2 cartilage
ZP:0003293	abnormal(ly) lacks all parts of type whole organism towards ceratobranchial 3 cartilage
ZP:0003294	abnormal(ly) lacks all parts of type whole organism towards ceratobranchial 4 cartilage
ZP:0003295	abnormal(ly) lacks all parts of type whole organism towards ceratobranchial 5 cartilage
ZP:0003271	abnormal(ly) increased thickness median fin fold
ZP:0003276	abnormal(ly) edge shape fin
ZP:0003273	abnormal(ly) deformed median fin fold
ZP:0003316	abnormal(ly) desaturated yellow xanthophore
ZP:0003314	abnormal(ly) absent Rohon-Beard neuron
ZP:0003315	abnormal(ly) aplastic Rohon-Beard neuron
ZP:0003312	abnormal(ly) degenerate melanocyte
ZP:0003313	abnormal(ly) multinucleate slow muscle cell
ZP:0003322	abnormal(ly) defasciculated secondary motor neuron
ZP:0003321	abnormal(ly) morphology secondary motor neuron
ZP:0003301	abnormal(ly) curved lateral line
ZP:0003298	abnormal(ly) rough pectoral fin
HP:0003435	Cold-induced hand cramps
HP:0003426	First dorsal interossei muscle atrophy
HP:0003392	First dorsal interossei muscle weakness
HP:0003427	Thenar muscle weakness
ZP:0004593	abnormal(ly) increased size notochord
ZP:0004594	abnormal(ly) increased size endocrine pancreas
ZP:0003993	abnormal(ly) absent pronephric distal early tubule
HP:0005312	Pulmonary aterial intimal fibrosis
HP:0001708	Right ventricular failure
HP:0005168	Elevated right atrial pressure
HP:0005308	Pulmonary artery vasoconstriction
ZP:0008825	abnormal(ly) inverted lymph vasculature
HP:0012198	Juvenile colonic polyposis
HP:0012183	Hyperplastic colonic polyposis
HP:0010316	Ebstein's anomaly of the tricuspid valve
MP:0010622	abnormal tricuspid valve cusp morphology
ZP:0000468	abnormal(ly) aligned with heart tube towards whole organism central region
ZP:0000466	abnormal(ly) orientation heart towards whole organism left/right axis
ZP:0000467	abnormal(ly) aligned with heart towards whole organism central region
HP:0010242	Aplasia of the proximal phalanges of the hand
HP:0005028	Widened proximal tibial metaphyses
MP:0012281	decreased sternebra size
ZP:0009387	abnormal(ly) female sterile female organism
ZP:0009389	abnormal(ly) increased accumulation testis towards primordial germ cell
ZP:0009391	abnormal(ly) absent oocyte stage IV
ZP:0009390	abnormal(ly) present testis germ cell tumor
ZP:0010697	abnormal(ly) differentiated skeletal muscle cell
ZP:0010056	abnormal(ly) closed pronephric duct opening
ZP:0010049	abnormal(ly) peramorphic growth notochord development
ZP:0010050	abnormal(ly) decreased curvature gut
ZP:0010051	abnormal(ly) orientation liver towards whole organism left/right axis
ZP:0010052	abnormal(ly) decreased diameter notochord
ZP:0010054	abnormal(ly) orientation pancreas towards whole organism left/right axis
ZP:0010055	abnormal(ly) morphology cloacal chamber
MP:0006377	abnormal vestibulocollic reflex
HP:0007795	Anterior cortical cataract
ZP:0009826	abnormal(ly) decreased process quality liver development
ZP:0009828	abnormal(ly) hypoplastic anterior pancreatic bud
ZP:0009829	abnormal(ly) aplastic anterior pancreatic bud
ZP:0000154	abnormal(ly) morphology paraxial mesoderm
ZP:0000156	abnormal(ly) decreased length paraxial mesoderm anterior/posterior axis
ZP:0000145	abnormal(ly) mislocalised posteriorly tail bud
ZP:0009921	abnormal(ly) process quality convergent extension involved in axis elongation
ZP:0009925	abnormal(ly) aplastic pronephric duct
ZP:0000158	abnormal(ly) increased length rhombomere 3
ZP:0000146	abnormal(ly) unfused from heart rudiment towards heart rudiment
ZP:0000151	abnormal(ly) hypoplastic pronephric duct
ZP:0000170	abnormal(ly) present in greater numbers in organism spinal cord neural rod neuron
ZP:0000169	abnormal(ly) mislocalised pectoral fin
ZP:0000164	abnormal(ly) rotational curvature trunk
MP:0004935	epididymis degeneration
ZP:0005887	abnormal(ly) decreased size epibranchial placode
ZP:0007883	abnormal(ly) position forerunner cell group
ZP:0003486	abnormal(ly) physical object quality intermediate cell mass of mesoderm
ZP:0003487	abnormal(ly) edge shape median fin fold
ZP:0003485	abnormal(ly) morphology blood
ZP:0003488	abnormal(ly) erose fin
ZP:0003495	abnormal(ly) decreased area median fin
ZP:0003494	abnormal(ly) shape median fin
ZP:0003499	abnormal(ly) displaced to iridophore towards median fin
ZP:0003498	abnormal(ly) degree of pigmentation iridophore
HP:0200068	Nonprogressive visual loss
ZP:0006119	abnormal(ly) disrupted mesendoderm development
HP:0012024	Hypergalactosemia
HP:0007153	Progressive extrapyramidal movement disorder
HP:0012070	Chondroitin sulfate excretion in urine
ZP:0007886	abnormal(ly) disrupted oligosaccharide-lipid intermediate biosynthetic process
ZP:0007261	abnormal(ly) degenerate brain cell
ZP:0007262	abnormal(ly) increased size hindbrain
ZP:0007263	abnormal(ly) degenerate eye cell
HP:0007928	Abnormal flash visual evoked potentials
MP:0003369	abnormal circulating estrogen level
ZP:0003630	abnormal(ly) disrupted kidney development
ZP:0003631	abnormal(ly) malformed pronephros
MP:0011157	abnormal hypodermis muscle layer morphology
HP:0012074	Tonic pupil
MP:0009991	abnormal cerebellum vermis lobule IV morphology
ZP:0008125	abnormal(ly) morphology lens cell
ZP:0008127	abnormal(ly) vacuolated lens cell
ZP:0008126	abnormal(ly) decreased length lens cell
MP:0002806	abnormal conditioned emotional response
ZP:0009242	abnormal(ly) mislocalised trunk neural crest cell
ZP:0009240	abnormal(ly) position dorsal root ganglion
MP:0011737	hypodipsia
MP:0010905	absent alveolar pores
ZP:0005367	abnormal(ly) morphology auditory capsule
MP:0003903	increased cell mass
HP:0003166	Increased urinary taurine
HP:0011814	Increased urinary hypoxanthine
HP:0012471	Thick vermilion border
HP:0012522	Spider hemangioma
HP:0003534	Reduced xanthine dehydrogenase activity
HP:0011943	Increased urinary thiosulfate
HP:0002932	Aldehyde oxidase deficiency
HP:0011935	Decreased urinary urate
HP:0008071	Maternal hypertension
MP:0011302	abnormal extraglomerular mesangial cell morphology
ZP:0007511	abnormal(ly) increased branchiness cranial blood vessel
ZP:0007509	abnormal(ly) increased branchiness post-vent vasculature
HP:0002193	Pseudobulbar behavioral symptoms
HP:0002501	Spasticity of pharyngeal muscles
HP:0002464	Spastic dysarthria
HP:0002491	Spasticity of facial muscles
ZP:0009182	abnormal(ly) morphology motor neuron neuron projection
ZP:0009183	abnormal(ly) present in fewer numbers in organism motor neuron neuron projection
HP:0008011	Peripheral opacification of the cornea
HP:0001220	Interphalangeal joint contractures
HP:0008133	Distal tapering of metatarsals
HP:0006086	Thin metacarpal cortices
HP:0006012	Widened metacarpal shaft
HP:0005441	Sclerotic cranial sutures
HP:0008078	Thin metatarsal cortices
HP:0006252	Interphalangeal joint erosions
HP:0008090	Ankylosis of feet small joints
MP:0008575	increased circulating interferon-beta level
ZP:0005040	abnormal(ly) mislocalised neuroepithelial cell centrosome
ZP:0005036	abnormal(ly) deformed retinal rod cell
ZP:0005038	abnormal(ly) decreased volume retinal rod cell photoreceptor outer segment
ZP:0005033	abnormal(ly) mislocalised retinal cone cell
ZP:0005034	abnormal(ly) mislocalised retinal rod cell
ZP:0005028	abnormal(ly) absent third ventricle
ZP:0005029	abnormal(ly) decreased volume third ventricle
ZP:0005030	abnormal(ly) mislocalised neural tube neuroblast
ZP:0005031	abnormal(ly) aplastic outer limiting membrane
ZP:0005026	abnormal(ly) process quality establishment or maintenance of epithelial cell apical/basal polarity
HP:0008476	Irregular sclerotic endplates
HP:0006603	Flared, irregular rib ends
ZP:0005645	abnormal(ly) hyperplastic epithelium
ZP:0005644	abnormal(ly) curled notochord
ZP:0005646	abnormal(ly) malformed caudal fin actinotrichium
ZP:0009194	abnormal(ly) apoptotic olfactory bulb
ZP:0009193	abnormal(ly) apoptotic pronephros
ZP:0005072	abnormal(ly) decreased size motor neuron neuron projection
ZP:0005066	abnormal(ly) decreased process quality forebrain neuron development
ZP:0005070	abnormal(ly) has fewer parts of type forebrain towards neuron
ZP:0001343	abnormal(ly) absent post-vent region
HP:0007208	Irregular loops and focal folding of myelin sheaths
ZP:0007013	abnormal(ly) damaged head
MP:0009958	absent cerebellar granule cells
ZP:0000194	abnormal(ly) decreased process quality cardiac muscle tissue morphogenesis
ZP:0000986	abnormal(ly) displaced to retinal ganglion cell axon towards hindbrain
ZP:0000988	abnormal(ly) displaced to retinal ganglion cell axon towards diencephalon ventral region
ZP:0000989	abnormal(ly) displaced to retinal ganglion cell axon towards eye contralateral side
ZP:0000969	abnormal(ly) increased occurrence collateral sprouting in absence of injury
ZP:0000974	abnormal(ly) morphology optic chiasm axon
ZP:0000963	abnormal(ly) increased occurrence synapse assembly
ZP:0003880	abnormal(ly) increased size retinal ganglion cell nucleolus
ZP:0003876	abnormal(ly) morphology ciliary marginal zone nucleolus
ZP:0003877	abnormal(ly) increased size ciliary marginal zone nucleolus
ZP:0003878	abnormal(ly) increased thickness lens epithelium
ZP:0003879	abnormal(ly) morphology retinal ganglion cell nucleolus
ZP:0003873	abnormal(ly) morphology liver nucleolus
ZP:0003874	abnormal(ly) increased size liver nucleolus
ZP:0003869	abnormal(ly) disrupted regulation of mitotic cell cycle
ZP:0005985	abnormal(ly) decreased occurrence response to light intensity
HP:0004673	Decreased facial expression
HP:0006251	Limited wrist extension
HP:0006589	Flaring of lower rib cage
HP:0005360	Susceptibility to chickenpox
HP:0007464	Sparse facial hair
ZP:0003961	abnormal(ly) decreased process quality chondrocyte differentiation
ZP:0003960	abnormal(ly) decreased process quality endochondral ossification
ZP:0003965	abnormal(ly) poorly ossified cleithrum
ZP:0003964	abnormal(ly) decreased process quality direct ossification
ZP:0003967	abnormal(ly) poorly ossified parasphenoid
ZP:0003966	abnormal(ly) poorly ossified opercle
ZP:0003969	abnormal(ly) lacks all parts of type head towards Meckel's cartilage
ZP:0003983	abnormal(ly) lacks all parts of type pectoral fin towards mesocoracoid cartilage
ZP:0003982	abnormal(ly) lacks all parts of type pectoral fin towards scapulocoracoid
ZP:0003991	abnormal(ly) decreased branchiness xanthophore
ZP:0003988	abnormal(ly) decreased size hypobranchial muscle
ZP:0003989	abnormal(ly) increased branchiness melanocyte
ZP:0003986	abnormal(ly) undifferentiated neurocranial trabecula chondrocyte
ZP:0003987	abnormal(ly) poorly ossified pharyngeal arch cartilage
ZP:0003985	abnormal(ly) undifferentiated pharyngeal arch chondrocyte
HP:0008353	Neutral hyperaminoaciduria
ZP:0006887	abnormal(ly) decreased size photoreceptor outer segment layer
ZP:0006884	abnormal(ly) truncated olfactory pit cilium
ZP:0006885	abnormal(ly) shortened olfactory pit cilium
MP:0003773	everted lip
ZP:0008300	abnormal(ly) direction pronephros cilium
ZP:0008301	abnormal(ly) inverted pronephros cilium
ZP:0008297	abnormal(ly) malformed olfactory placode cilium
ZP:0005802	abnormal(ly) structure retinal photoreceptor layer
ZP:0005803	abnormal(ly) apoptotic retinal photoreceptor layer
ZP:0005800	abnormal(ly) elliptic eye
ZP:0005815	abnormal(ly) degenerate photoreceptor cell
ZP:0005814	abnormal(ly) wholeness retinal outer nuclear layer
ZP:0005813	abnormal(ly) morphology whole organism cilium
ZP:0005811	abnormal(ly) disorganized retina photoreceptor outer segment
ZP:0005810	abnormal(ly) decreased size retina photoreceptor outer segment
ZP:0005809	abnormal(ly) lacks all parts of type retina central region towards retinal cone cell
ZP:0005818	abnormal(ly) condensed eye photoreceptor cell nucleus
ZP:0008600	abnormal(ly) disrupted microtubule cytoskeleton organization
ZP:0008601	abnormal(ly) disrupted efferent axon development in posterior lateral line nerve
ZP:0008602	abnormal(ly) structure spinal cord
ZP:0008603	abnormal(ly) vacuolated spinal cord mitochondrion
ZP:0008604	abnormal(ly) discolored spinal cord axon
ZP:0008605	abnormal(ly) present in fewer numbers in organism spinal cord axon
ZP:0008607	abnormal(ly) mislocalised enteric nervous system synaptic vesicle
ZP:0008608	abnormal(ly) disorganized enteric nervous system microtubule cytoskeleton
ZP:0003157	abnormal(ly) immature exocrine pancreas
ZP:0005346	abnormal(ly) decreased cellular motility primordial germ cell
ZP:0005347	abnormal(ly) lacks all parts of type primordial germ cell towards primordial germ cell bleb
ZP:0005344	abnormal(ly) aplastic ovarian follicle stage I
ZP:0005345	abnormal(ly) shape primordial germ cell
ZP:0009416	abnormal(ly) structure olfactory placode cilium
